start,end,weight
13589,13586,2
9115,8770,1
21327,21326,1
15536,15943,1
10758,9999,4
15688,15568,1
4765,4667,1
19218,19092,2
4650,4240,2
10243,10662,1
14661,14280,1
16661,18286,1
5027,4449,1
7083,6432,1
5072,4675,1
5924,5626,1
11055,11052,1
12711,12150,1
12754,11973,1
18657,18422,1
15096,14963,1
11430,11626,1
20353,21022,1
11481,11290,1
16065,15937,1
11401,10961,1
16077,15946,1
4770,4769,1
17900,17635,1
16460,16224,1
16973,16613,1
15404,15098,1
10238,10255,1
12077,12078,1
8369,8235,1
16035,15941,2
17177,16655,3
15569,15118,1
6001,6101,1
6436,6765,1
9766,9561,1
13437,13832,1
9651,9097,1
14757,16440,1
12749,12748,3
17414,16916,1
11969,11573,1
3997,4209,1
11578,10950,1
6143,6149,1
12625,12407,1
8369,7925,1
1983,1787,1
20316,20403,1
13786,13385,2
5234,5626,1
19918,20156,1
5463,5115,1
14203,14356,1
5316,5313,1
22686,22696,1
7973,7632,1
11994,14773,1
20435,20472,1
12374,12375,2
6616,7375,3
6105,7656,1
10644,13192,1
1108,1051,1
4036,4037,1
9472,9128,1
17762,18381,1
8736,8590,1
4783,4974,1
18304,18100,1
16701,16519,1
17644,17966,1
21478,21118,1
6778,6450,1
17067,17322,6
12433,12430,1
12383,13215,1
8110,9129,1
16467,16463,1
12776,12786,1
7587,7262,1
13633,14623,1
11912,13130,1
7420,6977,1
6445,6776,1
7072,6941,1
8052,8369,3
9816,9828,1
7738,8076,2
13060,13662,1
14547,14111,1
18071,17955,1
11537,11344,1
11764,11946,2
7428,8776,1
16355,16450,1
8624,8287,1
11484,10846,1
13429,12748,1
23095,23080,1
11561,10918,1
10685,10103,1
7265,7731,2
16948,17439,1
22876,22850,1
10315,10315,2
11536,11777,1
15071,15377,1
5081,4784,1
15717,15449,1
17440,17099,1
15961,16087,1
10730,10731,1
22186,22079,1
16172,16909,1
8577,9419,1
8412,8288,1
21145,21202,1
11124,11376,1
10302,9966,1
16183,17416,1
12232,12406,1
17194,17001,1
15421,14771,1
12779,14011,1
13769,14496,1
21326,21136,3
13222,12621,1
20364,20363,2
7092,7093,4
8868,9073,1
12981,12732,2
12357,12579,1
13973,13591,1
7375,6624,1
8352,8028,1
18623,19466,2
14722,14935,1
7389,7388,2
3278,2818,2
5278,5749,1
12784,12109,1
8268,8396,7
18024,17932,5
6929,6622,3
7414,8408,2
20285,20496,1
9832,9832,2
20160,20163,1
16935,16935,1
15954,15665,1
11563,11115,1
17601,17455,1
4456,4368,1
11850,11691,3
13195,13833,1
16415,16321,1
13850,13452,2
16172,16060,1
13322,13163,1
11490,10852,1
3229,3327,1
305,252,1
12768,12598,2
10027,9637,1
15531,15528,1
16228,17366,1
6179,5824,1
15651,15263,2
3323,3555,1
14083,13645,1
14783,14631,1
13453,13999,1
16747,16448,1
12231,12023,3
9061,8709,1
12161,11522,1
5095,4986,1
15400,15402,1
7773,7637,1
11370,11242,1
9153,9490,2
7076,7261,1
5225,5056,2
16090,16438,2
11530,10889,2
15833,15666,1
4650,4934,1
11544,10908,1
6669,6792,1
3067,3242,1
20666,20891,1
12768,12403,1
11043,11042,3
13220,12623,1
6410,6244,1
17570,18619,1
10840,10756,1
7276,8083,1
16232,15875,1
15570,15123,1
4936,4652,1
14694,14855,1
10601,10006,1
10298,10125,3
7041,6726,3
15006,15444,1
18798,18886,1
7586,7076,1
9527,8832,1
6400,6149,1
10659,10915,1
16806,16746,2
1182,1247,1
6078,5934,1
15079,15647,1
9327,9122,1
7393,7260,1
6749,6758,1
20517,20397,2
19279,19228,1
10169,9752,1
12947,12947,1
5066,4484,1
16973,16706,4
11067,11509,1
9794,9563,1
8727,8373,2
15371,14928,1
12108,12016,1
6726,6392,3
13237,13050,2
1988,2312,1
3600,4107,1
12422,12243,2
1621,1763,1
11906,11908,2
4033,3819,1
6319,6249,1
9534,9116,1
6191,5650,1
7418,7751,4
7087,7743,1
14564,14475,1
11103,10913,1
4274,4195,1
11483,11915,1
9832,9477,1
19286,19179,1
5214,5326,1
4762,4485,1
18897,19293,2
14957,14370,1
14596,13986,1
11890,11266,1
20072,20071,1
10436,9773,1
20064,19909,1
11046,10853,1
7276,7092,1
8535,8675,1
6783,6447,1
4123,3925,1
20716,20896,2
12004,11821,2
15929,15522,1
15779,15444,1
7261,6750,1
11691,12649,1
17458,17669,1
12216,12388,1
6721,6390,1
16175,16172,2
4030,5066,1
17993,17847,1
5872,5468,1
8581,8052,2
14761,14770,1
19866,19935,1
6805,6806,1
5629,5350,1
5098,5097,2
12394,12011,1
11432,11174,1
14344,13576,1
7418,7416,1
18174,18173,1
5310,5032,1
2673,2748,2
6539,6713,1
7347,6899,1
15880,15591,1
12821,12420,1
10613,11066,1
10732,10310,1
16230,16036,1
14213,13600,1
15647,15526,2
17106,16686,1
16283,16224,1
15143,14792,1
14326,14325,2
21133,20935,1
13005,13831,1
15537,15094,1
6756,7072,1
6874,7113,1
10208,10211,2
8010,7807,1
8028,9398,1
10092,9483,1
19279,19394,2
11632,11181,1
18986,18761,1
19851,20155,1
12033,11847,1
6725,6607,1
13232,13643,2
10206,9783,1
12809,12417,1
5495,5318,2
18623,18384,4
5330,6434,1
13548,13702,3
12067,12846,1
14035,13741,1
6946,6639,1
10961,11398,4
7034,7507,1
16870,16607,1
16079,17182,1
12778,13627,1
19347,19279,1
16183,16318,2
10015,11062,1
6730,6141,1
975,1044,1
11378,11125,2
9432,9087,1
17705,17951,4
1755,1762,1
20285,20577,4
15999,16127,1
16325,16425,1
10825,10752,1
19733,20220,1
7801,7661,1
13174,13582,1
3097,2594,1
16560,16425,1
16861,16697,1
19928,19656,1
3356,3583,1
15709,15446,3
1909,1636,1
18748,18665,1
12626,12406,1
8169,8868,1
16653,16423,1
3293,2917,1
4172,3960,1
8407,8412,1
16954,16687,1
8436,8113,1
11717,11472,1
12539,12319,1
16976,16872,1
13686,13094,1
11632,11184,1
14782,14252,2
16412,15931,1
8434,7977,1
12396,11821,1
9106,8404,1
18842,18583,1
12211,12213,1
12013,12012,2
5730,5433,1
14734,15651,2
22302,22300,1
12581,15540,1
17577,17429,1
5200,4738,1
4748,4382,2
11067,10201,1
16171,15931,1
15554,15552,2
21743,21681,1
11502,10870,1
10794,10681,2
8088,7954,2
10294,10120,1
13957,13406,1
10430,10186,1
20564,20368,4
13300,12821,1
13212,16453,1
16177,16414,2
11386,11385,3
16618,16709,1
18866,18515,1
20894,20714,1
4125,3997,1
15146,15013,1
6304,6043,1
11610,11161,1
6864,7253,1
22656,22655,1
16409,15928,2
3561,3158,1
7052,6923,1
1986,1906,1
21884,21839,1
21028,21030,1
21031,20846,3
12752,14743,1
16469,16373,1
17107,16956,1
17617,17475,1
6941,6753,3
7350,6900,1
10032,9782,2
10872,10609,1
13387,14699,1
12357,13601,1
5250,4781,1
16677,16683,1
8983,10255,1
15560,15416,3
12939,13372,1
7788,7786,1
11609,11418,3
5347,5518,3
19744,19528,1
14209,15086,1
20485,20371,1
18529,19016,1
12005,14082,1
21108,21107,1
16404,16056,1
13321,13158,1
7589,7396,1
7393,7258,1
15064,15241,1
11907,11905,7
11560,11385,1
16704,16468,1
20435,20347,2
19521,19219,1
11242,10494,1
13001,12754,1
13939,13374,1
18785,18529,1
9498,11691,1
12933,12692,1
17823,17761,1
12203,11565,1
18149,18151,1
11500,10599,2
5058,5227,2
9480,8986,1
16070,15937,1
14742,15658,3
1527,1311,2
15392,15390,4
13548,13551,1
19907,20274,5
10500,10262,1
16416,16317,1
8420,8101,3
12075,11646,1
20573,20494,2
20717,20898,4
12011,11592,1
17182,16823,1
11615,10714,1
11564,11123,2
18885,18797,1
2183,1907,1
12311,12142,2
3025,2919,1
7300,6874,1
10211,10212,1
16208,16205,1
11981,13619,1
8975,8774,1
17774,17445,1
14399,14242,1
9819,10245,1
16428,16075,1
21647,21384,1
20139,20905,1
1987,1786,1
9146,8794,1
11777,11333,1
12324,12153,2
19687,20033,1
11607,11155,2
7647,7455,1
18902,18901,5
18862,18358,1
3277,3370,1
11541,10644,1
11097,10792,1
11519,11760,2
10599,11052,2
5402,5369,1
4827,5041,1
7440,8304,1
9285,10205,1
18807,19111,1
16653,17414,1
16645,16414,1
12776,12609,1
13215,13213,1
6541,6393,1
17649,18620,1
21976,21915,1
20340,20469,1
9646,9433,1
11494,10599,1
15086,15390,2
15150,15149,1
11500,11742,1
13127,13369,2
10658,10249,1
5405,5105,1
13856,13461,1
16553,16416,1
10662,13851,1
15932,15644,1
12031,12034,1
10683,10703,1
18627,18390,1
12017,15319,1
11996,12381,1
11373,10945,1
17067,16912,1
9149,9149,5
16417,16183,1
6656,6451,1
1948,1513,1
18073,17903,2
12607,12109,1
11566,11573,1
17452,17370,2
9097,14598,1
10019,9773,3
6776,6511,1
20485,20145,1
5337,7955,1
16653,16554,1
7321,6804,1
8446,8317,1
22774,22706,1
11565,12379,1
3278,3094,2
9451,10056,1
12731,13170,1
11385,10690,1
10299,10310,1
11193,10817,1
6786,7428,1
13784,13376,1
16539,16636,1
15931,15646,2
12774,12602,2
15068,14722,1
9781,9783,2
15488,15138,1
8952,8754,1
16215,16214,4
21066,20938,1
7711,7387,1
13214,12793,1
8935,8381,1
17147,17040,1
18782,18367,1
19109,18892,3
9476,8981,2
20602,20403,1
10249,9832,1
14399,15122,1
17597,17663,1
11316,11936,1
17443,17359,1
2912,3015,1
15694,15432,1
7262,7072,1
13470,13037,1
16990,16889,1
7028,6908,1
18696,18464,1
10666,10259,1
18685,19219,1
14777,14623,1
12837,12437,3
21030,21454,2
20467,20212,1
6993,7448,1
11508,13157,1
11166,12047,1
16968,17366,5
8253,8250,1
14813,14285,1
11136,10512,1
15960,17089,1
9326,9124,1
6508,7076,1
16186,15658,1
5700,5283,1
11984,11576,1
14351,14721,1
7633,7773,1
16458,16216,1
9283,9781,1
11245,11587,2
21897,21998,1
12182,11541,1
18139,17809,1
12076,11646,1
17209,17772,1
14594,14374,1
14124,13591,1
9837,11580,1
8740,8069,1
16470,16228,1
18382,18885,1
7615,7296,3
11569,10793,1
11996,11565,1
13246,12818,1
15530,15076,1
18118,18732,1
7900,7699,1
10684,10707,1
15129,15128,1
11589,10956,1
17332,17420,1
12180,11537,1
6757,6317,2
18451,18315,1
19334,20192,1
12804,12030,1
13223,12644,1
6644,6766,1
7934,8066,1
14292,14670,1
12038,11162,1
11997,12778,1
11106,10475,1
6330,5923,1
12711,12541,1
8737,9439,1
14239,14012,2
16429,16430,1
15936,15650,1
12261,11616,1
12247,12032,1
19379,20210,1
17125,16974,1
318,252,1
19249,18915,1
16430,16328,1
6309,6415,1
8786,9834,1
11228,10606,1
15690,15693,2
11130,11129,1
10772,10821,1
8984,8783,1
16174,16546,1
13461,13036,1
14225,13616,1
9680,9123,1
14091,14456,1
9069,8715,2
14953,15088,1
12633,12231,1
8766,8967,1
5506,5339,1
14724,15929,1
4748,4467,1
13300,12863,1
11500,10604,1
15669,15413,1
9449,9446,1
3749,3372,1
10372,10700,1
10684,10686,1
16658,16566,1
15303,15128,1
17443,17360,1
13521,13311,1
6130,5710,1
19835,20056,1
12220,12623,1
21867,21867,1
18024,17925,1
8800,8652,1
11080,10449,1
17075,17561,1
8354,8037,1
16807,16909,1
12945,13132,1
11291,10841,1
525,471,1
19742,19654,1
13467,14014,1
12312,12701,1
5747,5277,1
8585,8252,1
21739,21489,1
18137,17950,1
6587,6710,3
10014,10012,1
8348,9999,1
8952,10055,1
13733,13981,1
6757,7075,4
6994,6805,1
11135,10505,2
16417,16073,1
4433,4207,1
12380,11998,2
14608,14006,1
13630,12782,1
12208,11574,1
18723,19218,1
8964,8761,1
20837,20898,1
4039,4394,1
8285,7756,1
10184,10006,1
13303,12901,1
20226,20771,1
5081,4837,1
12344,13169,1
7386,7063,1
11936,12965,1
13224,13221,1
12615,12395,1
20225,20224,1
17197,16950,1
6912,7362,1
9794,9090,1
18622,18378,2
13187,13185,1
15123,14772,2
11377,12390,1
15947,16075,1
5880,5884,1
9829,9123,1
11394,11164,1
8750,8079,1
9677,9536,1
16649,16416,3
11850,11852,1
12979,12978,1
11569,11367,2
13436,12756,1
7712,7563,1
16973,16711,2
4695,4796,2
11025,10830,1
12789,13640,1
8365,8051,1
16413,16316,1
8939,8518,1
16208,16102,2
17699,18464,1
9794,9648,1
4708,4282,1
11543,11560,1
1780,1785,1
7948,7743,1
12326,11928,1
13734,13452,1
16413,15939,1
3168,3736,1
10857,10787,1
13630,13041,1
18024,18813,1
16078,15662,1
1610,1252,1
11841,11404,1
4215,3934,1
12384,11815,1
8951,8400,1
4906,4852,1
8392,8264,1
4269,5086,1
13319,13550,1
10401,9987,1
10022,9428,1
10444,9795,1
7725,7263,1
14371,14957,1
12355,11789,1
8106,7626,2
11137,12017,1
12694,13122,1
11485,12140,1
13217,13029,1
12004,12615,1
15131,14407,1
15971,17441,1
14704,14555,1
20145,21456,1
22025,21945,1
11611,11178,1
11599,11405,5
13014,12776,1
7746,7102,1
14243,15122,1
15646,15486,2
19930,20589,1
19480,21548,1
18048,17921,1
11600,10700,6
13415,13966,1
10821,11457,1
7919,8048,2
6656,6443,1
6304,6143,1
9106,8408,1
12827,12431,3
19806,19871,1
19481,19295,2
20458,20934,1
5318,5990,1
19271,19094,1
12000,12014,1
15091,15656,1
20808,20606,1
11686,11561,1
4495,4538,1
8109,10089,1
21521,21446,2
7448,7449,1
16747,16588,1
4761,4758,2
3251,2721,2
16410,16415,1
5436,5257,1
11992,11574,1
18634,19292,3
5242,4962,2
16945,17513,1
8394,8745,1
15683,15846,2
7286,7094,7
1576,1317,1
2183,1783,1
13373,13372,1
2297,2495,2
8694,8491,1
6446,6778,1
11909,13126,1
20215,20347,1
19917,20376,5
10879,10200,1
7248,6942,1
16230,16230,1
9833,9480,1
4739,4460,1
9263,8702,1
11049,10413,1
6185,6669,1
7165,7192,1
7746,8760,1
4915,4630,1
22856,22822,1
10946,10363,1
20719,20475,1
13920,14304,1
13870,14021,2
3361,3270,1
10213,10213,1
7983,7773,1
13623,13458,1
7060,7382,2
18365,17966,1
5294,5119,3
9064,8573,1
10017,10431,1
8944,8597,1
14911,14696,1
11511,11940,1
20639,21285,1
12208,11577,1
5333,5222,1
22921,22926,1
13522,13522,1
11247,11398,1
21135,20939,1
10211,10446,1
16923,16665,1
19837,19396,1
15646,15525,1
19902,19621,1
15062,14345,2
8944,9090,3
6725,6909,2
18902,18900,3
12025,11152,1
6974,7101,2
16175,15940,2
16225,16697,1
7638,7118,1
4750,4469,1
10255,10083,6
14403,15124,1
12054,12264,1
14727,15074,1
20486,20371,1
10427,10187,2
10914,10473,2
6159,5911,1
8386,8065,1
2110,2114,1
18910,18734,1
10279,10522,1
1985,2312,1
15064,14567,1
15403,15285,1
15536,16184,1
15931,17165,3
10684,10703,1
12010,12017,1
3507,3368,1
13242,12802,1
11989,11571,1
19237,18893,1
16838,16442,1
6134,6133,1
6731,7044,1
20554,21178,2
19267,19077,1
9477,9480,1
12110,11589,3
12317,12950,1
13081,12837,1
8422,8630,1
9964,9729,1
11225,10600,1
15078,14742,1
11991,12000,1
9139,8808,1
5281,5112,1
15131,14781,3
3983,4790,1
7708,7916,1
19927,21114,1
15411,15416,1
11939,11078,1
14914,14504,1
3228,2786,1
2183,2737,1
8280,8093,1
8868,8724,1
3429,3097,1
16468,16700,1
16869,17122,3
14562,14561,1
16345,16205,1
12450,12453,1
15822,16184,1
14636,14255,1
14348,14348,2
15964,15410,1
4251,3960,1
13756,13348,1
13178,14583,1
9830,10491,1
9836,9483,4
19909,20489,1
12014,12056,1
11089,13428,1
12010,11412,1
19697,20349,1
8596,8740,1
11586,10947,2
16947,16446,1
7089,7091,1
13911,13910,1
6754,6319,1
3086,3262,1
9124,9825,1
15977,16450,1
9079,8725,1
11082,11960,1
14599,15098,1
7398,8076,1
3892,3996,1
6865,6762,1
7920,7371,1
20403,20188,2
13638,13238,1
15683,15422,1
20891,20714,1
10659,10254,1
18285,18528,1
10189,9774,1
13407,13165,1
16311,16177,2
13177,14201,1
11566,11117,1
13579,13167,1
7082,6762,1
21098,21353,3
21292,21292,1
15613,15354,1
4779,5997,1
19915,19914,2
14736,14209,1
11491,10786,1
18111,17932,1
12875,14829,1
3086,3353,7
12861,12950,1
14728,15076,2
12238,11856,1
4349,4213,1
9820,11361,1
11572,10965,1
10187,10426,1
5081,4798,1
15998,15712,1
5710,5294,1
14743,14218,2
6130,5711,1
16679,16349,1
2395,2594,1
17027,16702,1
18895,19030,1
16469,16968,1
11583,10951,3
4765,4665,1
11731,11916,1
8043,9415,1
11962,13821,1
5430,4959,1
13026,12773,1
19463,19463,1
7595,7735,1
13832,13190,1
17163,17640,2
13534,13768,2
13934,13541,1
17987,17932,1
4562,4207,1
15406,15101,2
15127,14624,1
6712,6713,3
20836,20718,1
12171,11947,1
19927,20298,1
10197,9421,1
11603,12420,2
22008,21958,1
4399,4492,1
12717,13155,3
13607,13733,1
16657,16570,1
16331,16084,1
15305,15985,1
16952,16587,3
9123,8983,1
4007,3710,1
8831,8833,2
9428,8727,1
9294,10214,1
21884,21747,1
1987,1908,1
11819,11583,2
15684,15973,1
9068,10195,1
15678,15842,1
18382,19634,1
5798,6947,1
9260,10181,1
14769,15854,1
1985,2181,1
4494,6466,1
6046,5902,1
6575,6529,2
12030,11849,1
8408,8086,3
17597,17225,1
11905,11722,1
15631,15248,1
16565,17336,1
18781,19220,1
17786,17678,1
5925,6332,1
8764,8770,1
11794,13734,1
13523,13920,1
14596,14374,1
13001,12751,1
10801,10961,1
8741,8193,3
11137,11589,3
3993,3998,1
4437,4438,1
11507,12547,1
18608,19702,1
9213,9046,1
1986,1908,3
11392,12800,1
4762,6447,1
11569,11239,1
12780,12392,1
1714,2814,1
12235,11688,1
6835,6986,1
4329,4887,1
13631,13220,1
16948,16584,1
20,22,1
7719,7389,1
8399,8605,2
9877,9528,2
10023,9943,1
19311,19259,2
14508,14181,1
11570,10947,1
7241,6742,1
5588,6605,1
1318,1460,1
6742,6305,1
13145,12714,1
14629,14249,2
12180,13597,1
6778,6554,1
9411,10187,1
15989,15988,3
5902,5793,1
10055,10226,1
14147,13910,1
12025,11840,1
13155,12964,3
8399,8400,1
20493,20376,1
9208,8894,1
9374,10133,1
13186,13199,1
13474,13228,1
16872,16708,1
14360,14359,2
15958,15671,1
8944,8748,1
5089,5256,2
4930,5043,1
8099,7962,1
10938,10494,1
13220,13862,1
5884,6728,2
6743,7056,1
21527,21392,2
9587,9512,1
12971,12728,1
11937,11610,1
7257,7255,1
7398,8600,1
18168,18170,1
11589,12227,1
9773,12724,1
16230,15875,1
12237,12411,1
4084,4437,1
5313,5314,1
18296,17976,2
4947,5228,1
12772,12371,1
9189,9386,1
10633,10447,1
13406,13704,1
18622,18380,2
11509,11228,1
19401,19282,1
18398,19030,1
14000,13618,1
10262,11378,1
13301,13667,1
12634,12408,1
18308,18178,1
8095,7419,2
3392,3083,1
2780,2939,1
3513,3133,1
20666,20793,1
8776,11996,1
17208,17212,1
8090,7749,1
1688,1964,1
11098,14599,1
10299,10722,2
7101,6450,1
18916,18915,1
12808,12028,2
16656,16563,1
11135,10096,1
16551,16644,1
8253,8589,1
8749,8393,1
13802,13577,2
12026,11600,1
8347,8186,1
1631,3083,1
9966,9869,1
16063,15934,1
5327,5610,2
5879,5778,1
19907,19709,3
18976,18946,1
10491,10256,2
9846,12231,1
18113,17932,1
17956,17956,2
11504,12328,2
12210,11820,1
20374,20684,1
18781,18380,2
13905,13304,1
12843,12269,1
6909,6726,1
12142,11913,1
6837,7449,1
18350,18349,1
21592,21460,1
11585,11405,1
14441,14086,1
17359,16951,1
23243,23226,1
7765,7628,1
11733,11489,1
6020,5867,1
1453,1450,1
18398,17988,1
3530,3442,1
10479,11111,1
15709,15317,1
23165,23105,1
18609,19220,1
12489,13170,4
17195,17193,1
15793,15762,1
11434,11440,1
11132,10706,1
4691,4511,1
4087,3713,1
1936,1934,1
12614,12386,1
16911,16643,2
6639,6945,1
14192,13957,1
13979,15395,2
10231,10059,1
13626,12789,1
10666,10245,1
12429,12041,3
13226,12791,2
867,1122,1
9412,9414,2
15437,15136,2
12612,12213,1
11955,11773,1
12723,12722,2
15333,15888,1
16344,16205,1
11589,12403,1
15129,15132,1
3791,3865,1
13633,15123,1
13477,13475,1
19891,20247,1
20285,21398,1
15668,15408,1
15329,15150,1
16226,17217,1
13785,13377,1
13437,15095,1
15957,16196,1
1930,1931,2
14351,14347,1
14377,14374,1
6322,5993,2
13457,15294,1
12675,12452,1
15766,15506,1
10601,10429,1
4356,4005,3
17207,16850,1
11590,11149,1
12354,13428,1
11094,10905,1
15299,15689,2
11535,12576,1
22269,22043,1
8430,8112,1
11580,10796,1
5279,4999,1
13241,12809,1
9137,8872,1
5099,4798,1
12785,13029,1
7753,7419,1
14664,14137,1
11615,12045,4
15055,14918,1
5212,5210,1
16340,16089,3
11515,11073,4
11371,10674,2
14715,14344,2
8244,8053,1
11340,10643,1
9180,8676,1
14780,14021,2
20150,21186,1
15125,16219,1
16179,16315,1
6084,6184,2
16279,15935,1
9249,9213,1
16833,16943,1
12603,13210,1
13548,13384,1
10253,9843,2
9286,9077,1
6129,6722,1
10317,10144,1
18401,18807,1
7752,9677,1
6694,6889,1
10042,10214,2
12234,11689,1
11905,11479,1
18255,21077,1
4958,4767,1
9688,9329,1
15530,15815,1
10299,9862,1
9844,9702,3
343,341,1
14563,13954,1
14964,14596,2
11490,11298,1
3045,2565,1
12243,13060,1
12048,11430,1
5072,4959,2
18277,18090,1
8750,8277,1
11727,13551,1
15197,15248,1
4228,4010,1
6835,7114,1
2099,1971,1
15385,15259,1
12793,13644,1
16458,16217,1
16476,15996,1
10937,10682,1
12627,13044,1
8080,7598,1
20479,20559,1
11606,11159,1
2808,2812,1
12334,12161,1
11485,10592,2
16182,15943,1
4370,4458,1
19110,19477,3
5588,6398,2
15277,15101,1
9828,10081,2
20154,20571,1
10674,10493,1
4350,4622,1
5826,5930,1
11503,14509,1
7483,7206,1
5298,5679,1
23178,23088,1
12603,12773,1
22191,22269,2
6330,6174,1
13219,13030,3
12607,12011,1
12410,11689,3
12406,15320,1
2091,1756,1
13786,13380,2
8357,8034,2
18398,20589,2
22410,22226,1
20971,20938,1
2392,2390,1
4889,4985,2
11840,11410,1
17360,16953,2
1524,1313,2
12219,13228,1
7935,7393,1
13849,13448,1
8757,8617,1
12798,12227,3
17078,16923,1
20148,20485,1
2694,2692,1
18717,18603,1
11503,11058,1
1786,1716,1
5465,5576,1
5692,5278,1
4471,4469,2
13466,13242,1
19851,19637,1
9685,9326,1
15565,15294,1
14217,13831,1
18520,18367,1
18375,18616,1
9685,9486,1
3017,3442,1
15245,15063,1
13408,12734,1
17652,17188,1
10402,10164,1
7914,7829,2
801,743,1
14241,14010,1
4955,4486,1
8575,8921,2
5542,5944,2
14791,15444,1
13032,12399,1
8093,7415,1
958,957,1
10092,9540,1
15320,15205,2
8403,8272,4
18168,18177,1
12011,11844,1
10000,9764,1
18991,18593,2
16375,16027,1
11999,11836,1
6135,6038,3
13816,13598,1
7731,7394,1
4356,4089,1
10928,10670,1
16098,16517,1
13232,12638,1
18807,18633,1
16415,16415,2
9943,9427,1
9784,9429,1
11982,11365,1
12374,12370,1
12311,11914,2
9468,9466,1
15517,15801,3
17177,16926,2
17809,17954,1
16453,15980,1
13223,12623,1
18024,17924,1
18049,17926,1
11138,10706,2
11348,11789,1
6655,6450,2
19013,19279,1
11649,11450,1
12895,12830,1
21046,21472,1
12938,12313,1
14664,14285,1
9437,11961,1
19927,20084,1
8450,7994,2
18813,18902,2
18781,19218,1
11723,12697,2
2784,3556,1
18781,19273,1
2846,2593,1
10027,9434,1
9442,8947,1
9643,9289,1
11960,11963,1
3059,3058,1
11544,10652,1
10238,10075,1
14927,14345,1
12842,12670,1
4461,4567,1
2383,2180,1
8300,9129,1
14982,15118,1
10589,11914,1
9703,9491,1
18808,18549,1
11589,11409,4
16024,15903,1
11691,11615,1
17510,17423,1
11485,12141,2
16705,17455,1
13545,13130,1
17532,17301,1
19857,19736,1
8504,8145,1
6606,6729,1
9897,10652,1
4723,5587,1
13476,12799,1
14330,14473,1
14387,13998,2
8395,7734,1
5655,5376,1
15655,15265,1
16367,15988,1
12379,12392,1
19238,19112,1
9823,9472,1
12025,12235,1
10199,9420,1
10622,11322,1
18808,18401,1
17671,17524,2
12607,14009,1
4445,4139,1
9180,8829,1
13962,13579,1
14054,13713,1
12444,12266,2
7936,7733,1
3084,3352,2
1288,1237,1
12384,12110,1
16826,16425,1
11994,11573,1
7282,6868,1
12017,17463,1
6297,6916,1
12025,11410,1
7347,7175,2
5902,5309,1
11580,10794,2
11108,10663,1
13603,12755,1
19851,19727,1
9068,8570,2
5403,5094,1
6409,6141,3
9169,8816,1
20155,20371,2
18297,20689,2
10911,10661,1
4485,4577,1
13463,13223,1
8052,7565,1
12215,11574,1
11164,12044,1
14588,16657,1
10764,10287,1
17691,17861,1
7083,6769,1
5777,6136,1
17202,16955,1
8521,8310,2
4215,3897,1
17413,17080,1
11392,10796,1
8051,7562,1
2311,2986,1
11371,10688,1
17847,17667,1
17732,17670,1
19480,19736,2
3655,3568,1
15876,15872,1
11329,10629,1
16709,16497,1
12003,13637,1
8920,9769,1
16238,15879,1
20037,20247,1
6908,6397,1
8806,8321,1
11768,11765,1
9277,8722,1
10621,9781,2
7206,8184,1
13502,12902,1
10092,9692,1
13213,14394,1
9827,9686,1
13550,13132,2
7076,7263,4
13161,12722,1
12041,11878,1
4517,4705,1
12232,12018,1
3593,3368,2
1958,1958,1
5493,5333,1
12376,15118,1
10360,10270,2
12754,12363,1
12338,11946,1
10734,10561,1
10684,10272,2
12771,14004,1
16157,16049,1
13767,14539,1
2787,2713,1
17412,18608,1
16081,15667,1
6321,5915,1
4053,5368,1
16432,16081,1
12973,12559,1
11576,11387,1
16972,17371,2
16412,16073,1
11392,10963,1
9806,9805,1
15316,15875,2
14234,14009,1
5032,4920,1
18866,18789,1
17935,17855,2
22186,22039,1
10232,9452,1
12785,12399,1
11578,11244,1
10027,9643,1
12770,13017,1
12451,12452,1
9078,9783,1
1615,1349,1
15518,15924,2
12412,12041,1
20055,20135,1
5588,5318,1
22399,22471,1
16921,17326,1
4454,4369,1
13725,13130,1
604,581,1
15931,15936,1
14997,15130,1
13489,14031,1
9419,9070,1
5261,4889,1
18608,18523,1
12411,12408,1
12817,12816,1
10297,9590,1
5342,5229,1
18154,18086,1
11477,11483,1
15931,15531,1
6164,6062,1
7043,6399,1
6898,6538,1
11727,11912,2
11984,14000,1
15628,16164,3
19579,19664,1
5452,5277,1
18835,19307,1
10264,9700,1
16590,16469,1
11173,10813,1
9983,10750,1
5520,5058,2
9150,9542,1
5791,5605,1
3999,3997,3
13682,13277,1
16421,16069,1
4432,4345,1
15948,15953,1
20322,20700,1
15606,15494,1
12391,12389,1
6176,5631,1
8435,7773,2
8079,7736,2
16476,16472,1
16667,17187,1
17986,18902,1
12805,12415,1
16657,16563,1
8035,8033,1
12777,14008,1
16539,16897,1
9759,9560,1
12257,11616,1
6163,6252,1
19553,19382,1
18607,18224,1
9824,9684,3
3603,3433,1
15406,16089,1
9665,10649,1
11296,10591,2
15861,15690,1
7922,8050,4
11580,11130,1
9012,10522,1
17454,17223,1
16312,15934,1
12011,12019,2
18889,18889,2
6028,5880,1
20573,20374,2
17196,16943,2
9152,8802,1
19890,19995,1
14235,14009,1
9830,9128,1
12357,11573,1
17225,16705,1
17454,17370,1
12559,13578,1
10090,10261,1
16237,16235,1
11608,11416,2
11999,12781,1
12649,12036,1
13957,13401,1
7885,8506,1
16969,16974,1
11077,11325,1
4890,4797,1
16876,16618,1
17149,17041,1
20285,20161,5
